Nom,Marque,Taille,Prix,Categorie,Entreprise
Harissa du Cap Bon,JOUDA,La boite de 760g,5.66,2,Carrefour
Double concentré de tomates,NEBLIA,La boite de 1Kg,3.74,2,Carrefour
Mayonnaise,JADIDA,Le seau de 5L,38.69,2,Carrefour
Mayonnaise,JADIDA,Le bocal de 900ml,10.75,2,Carrefour
Harissa du Cap Bon,EL MANARA DE DJERBA,La boite de 760g,6.3,2,Carrefour
Harissa du Cap Bon,TUCAL,La boite de 400g,3.23,2,Carrefour
Mayonnaise,BONNA,Le bocal de 260ml,4.1,2,Carrefour
Huile de maïs,SAFI,La bouteille de 1.8L,9.85,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,Le bidon de 2L,72.45,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,La bouteille de 750ml,32.08,2,Carrefour
Huile d'olive extra vierge,RUSPINA,La boite de 875ml,28.89,2,Carrefour
Huile d'olive extra vierge,RUSPINA,La boite de 500ml,17.34,2,Carrefour
Huile d'olive extra vierge,RUSPINA,La bouteille 500ml,17.79,2,Carrefour
Huile d'olive extra vierge,RUSPINA,Le bidon de 3L,90.99,2,Carrefour
Huile d'olive extra vierge,RUSPINA,La bouteille de 75cl,25.44,2,Carrefour
Harissa du Cap Bon,SICAM,La boite de 1Kg,7.4,2,Carrefour
Harissa du Cap Bon,BNINA,La boite de 1Kg,5.74,2,Carrefour
Huile d'olive extra vierge,CHAAL,Le bidon de 3L,112.2,2,Carrefour
Huile d'olive extra vierge,CHAAL,La bouteille de 1L,34.19,2,Carrefour
Harissa du Cap Bon,ZGOLLI,Le tube de 70g,1.42,2,Carrefour
Harissa du Cap Bon,ZGOLLI,Le pot de 190g,4.17,2,Carrefour
Harissa du Cap Bon,ZGOLLI,Le bocal de 350g,5.69,2,Carrefour
Mayonnaise,JADIDA,Le flacon de 450ml,5.49,2,Carrefour
Harissa du Cap Bon,ZGOLLI,La boite de 135g,1.34,2,Carrefour
Harissa du Cap Bon,ZGOLLI,La boite de 760g,6.21,2,Carrefour
Harissa du Cap Bon,LE PETIT PARIS,La boite de 760g,6.34,2,Carrefour
Harissa du Cap Bon,EL MANARA DE DJERBA,La boite de 135g,1.43,2,Carrefour
Mayonnaise,BONNA,Le bocal de 450ml,5.99,2,Carrefour
Mayonnaise,LESIEUR,Le bocal de 475g,8.46,2,Carrefour
Mayonnaise,COVINOR,Le bocal de 470g,9.69,2,Carrefour
Mayonnaise,DUCROS,Le bocal de 470g,9.64,2,Carrefour
Mayonnaise,DUCROS,Le bocal de 235g,5.95,2,Carrefour
Huile de maïs,NEJMA,La bouteille de 1.8L,11.48,2,Carrefour
Huile de maïs,NEJMA,Le bidon de 5L,29.43,2,Carrefour
Huile de maïs,LESIEUR,Le bidon de 5L,27.78,2,Carrefour
Huile de maïs,SAFI,Le bidon de 5L,25.9,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,La boite de 175ml,8.59,2,Carrefour
Harissa du Cap Bon,ZGOLLI,La boite de 135g,1.75,2,Carrefour
Huile de maïs,SAFI,La bouteille de 1L,7.43,2,Carrefour
Thon entier à l'huile végétale,EL BADR,EL BADR,19.73,2,Carrefour
Huile d'olive extra vierge,TERROLIVA,La boite de 500ml,17.69,2,Carrefour
Mayonnaise,BONNA,Le flacon de 270ml,5.34,2,Carrefour
Huile d'olive extra vierge,TERROLIVA,La bouteille de 1L,31.62,2,Carrefour
Double concentré de tomates,BNINA,La boite de 400g,1.95,2,Carrefour
Double concentré de tomates,BNINA,La boite de 800g,3.58,2,Carrefour
Double concentré de tomates,ZGOLLI,La boite de 400g,2.4,2,Carrefour
Double concentré de tomates,ZGOLLI,La boite de 800g,4.45,2,Carrefour
Double concentré de tomates,ZGOLLI,La boite de 140g,1.2,2,Carrefour
Double concentré de tomates,LE PETIT PARIS,La boite de 400g,2.6,2,Carrefour
Double concentré de tomates,N°1,La boite de 800g,4.25,2,Carrefour
Double concentré de tomates,ABIDA,La boite de 800g,4.45,2,Carrefour
Double concentré de tomates,ABIDA,La boite de 500g,2.8,2,Carrefour
Double concentré de tomates,STICAP,La boite de 800g,4.45,2,Carrefour
Double concentré de tomates,JOUDA,La boite de 400g,2.59,2,Carrefour
Double concentré de tomates,TUCAL,La boite de 800g,4.45,2,Carrefour
Harissa du Cap Bon,CARREFOUR,La boite de 135g,1.39,2,Carrefour
Harissa du Cap Bon,ZGOLLI,La boite de 380g,3.52,2,Carrefour
Harissa du Cap Bon,NEBLIA,La boite de 380g,2.79,2,Carrefour
Thon entier à l'huile végétale,LE P'TIT PÉCHEUR,La boite de 400g,13.39,2,Carrefour
Thon entier à l'huile végétale,SIDI BOU SAÏD,La boite de 400g,14.9,2,Carrefour
Thon entier à l'huile végétale,EL BADR,La boite de 1Kg,36.9,2,Carrefour
Thon entier à l'huile végétale,LE MARIN,La boite de 850g,28.53,2,Carrefour
Thon entier à l'huile végétale,EL BADR,La boite de 400g,14.69,2,Carrefour
Thon entier à l'huile végétale,EL BADR,La boite de 620g,25.43,2,Carrefour
Thon entier à l'huile végétale,EL BADR,La boite de 162g,6.72,2,Carrefour
Thon entier à l'huile végétale,LA GOULETTE,La boite de 700g,25.19,2,Carrefour
Thon entier à l'huile végétale,LA GOULETTE,La boite de 160g,6.29,2,Carrefour
Thon entier à l'huile végétale,SIDI DAOUD,La boite de 750g,26.63,2,Carrefour
Thon entier à l'huile végétale,SIDI DAOUD,La boite de 950g,32.69,2,Carrefour
Thon entier à l'huile végétale,SIDI JABEUR,La boite de 620g,29.8,2,Carrefour
Thon entier à l'huile végétale,SIDI JABEUR,La boite de 160g,6.64,2,Carrefour
Thon entier à l'huile végétale,BLEDI,La boite de 400g,13.39,2,Carrefour
Huile d'olive extra vierge,CARREFOUR,Huile d'olive extra vierge,16.2,2,Carrefour
Huile d'olive extra vierge,CARREFOUR,Huile d'olive extra vierge,8.55,2,Carrefour
Huile d'olive extra vierge,CARREFOUR,Huile d'olive extra vierge,23.6,2,Carrefour
Huile d'olive extra vierge,CHAAL,La bouteille de 750ml,29.5,2,Carrefour
Huile d'olive extra vierge,CHAAL,Le bidon de 5L,184.6,2,Carrefour
Huile d'olive extra vierge,OLIVES ET OLIVIERS,La boite de 800ml,28.27,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,Le spray de 200ml,13.55,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,La bouteille de 1L,38.8,2,Carrefour
Huile d'olive extra vierge,TERROLIVA,La boite de 1L,31.33,2,Carrefour
Huile d'olive extra vierge,TERROLIVA,La bouteille de 2L,60.93,2,Carrefour
Huile d'olive extra vierge,TERROLIVA,La bouteille de 1L,30.56,2,Carrefour
Huile d'olive extra vierge,RUSPINA,Le coffret de 3 bouteilles de 250ml,42.49,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,Le bidon de 3L,127.0,2,Carrefour
Huile d'olive extra vierge,AL JAZIRA,La boite de 400g,16.35,2,Carrefour
Huile d'olive extra vierge,TANIT LE JARDIN,La bouteille de 500ml,13.29,2,Carrefour
Huile d'olive extra vierge,OLIVES ET OLIVIERS,La bouteille de 500ml,20.16,2,Carrefour
Huile d'olive extra vierge,SAFIR,La boite de 1L,17.99,2,Carrefour
Huile d'olive extra vierge,RUSPINA,La boite de 250ml,9.25,2,Carrefour
Thon entier à l'huile végétale,SIDI JABEUR,La boite de 400g,14.35,2,Carrefour
Thon entier à l'huile végétale,SIDI JABEUR,La boite de 620g,23.99,2,Carrefour
Huile de maïs,CRISTAL,Le bidon de 5L,26.5,2,Carrefour
Harissa du Cap Bon,JOUDA,La boite de 135g,1.6,2,Carrefour
Harissa du Cap Bon,LE PETIT PARIS,La boite de 135g,1.49,2,Carrefour
Harissa du Cap Bon,JOUDA,La boite de 380g,3.54,2,Carrefour
Confiture d'abricots,CARREFOUR,Le pot de 360g,5.19,2,Carrefour
Confiture de figues,CARREFOUR,Le pot de 360g,6.19,2,Carrefour
Chamia aux amandes,N°1,La boite de 550g,9.59,2,Carrefour
Chamia aux amandes,N°1,La boite de 350g,6.89,2,Carrefour
Chamia aux pistaches,N°1,La boite de 350g,8.89,2,Carrefour
Chamia aux pistaches,N°1,La boite de 550g,12.89,2,Carrefour
Chamia nature,YA MAL CHAM,"La boite de 700g
Ingrédients: Pâte de Sésame, sucre, sirop de glucose, émulsifiant végétale (E471), agent moussant; extrait de racines saponaires, acidifiant: acide citrique, Vanilline, arôme identique nature",10.85,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite métallique de 350g,9.16,2,Carrefour
Chamia aux amandes,Chamia aux amandes,Chamia aux amandes,19.95,2,Carrefour
Chamia nature,LA GAZELLE,La boite de 750g,12.5,2,Carrefour
Confiture de figues,VITRAC,Le pot de 230g,3.78,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,Au Kg,27.6,2,Carrefour
Chamia nature,LE MOULIN,La boite de 350g,6.7,2,Carrefour
Chocolat en poudre instantané,O'PPA,Le paquet de 100g,1.77,2,Carrefour
Chocolat en poudre instantané,SAÏD,Le lot de 2 paquets de 200g,4.28,2,Carrefour
Chamia aux fruits secs,PAPILLON,La boite de 350g+90g gratuits,13.35,2,Carrefour
Confiture de figues,LA FRUITIÈRE,Le pot de 340g,5.9,2,Carrefour
Chocolat en poudre instantané,O'PPA,Le lot de 2 paquets de 200g,5.13,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite de 200g,5.95,2,Carrefour
Chocolat en poudre instantané,ARTISTO,Le paquet de 200g,2.6,2,Carrefour
Chocolat en poudre instantané,O'PPA,Le lot de 2 paquets de 100g,2.9,2,Carrefour
Confiture de figues,SICAM,Le lot de 2 boites de 470g,7.6,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 150g,4.2,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite de 800g,21.15,2,Carrefour
Chamia aux amandes,LA GAZELLE,La boite de 2Kg,37.36,2,Carrefour
Chamia aux amandes,PAPILLON,La boite de 185g,5.49,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 100g,1.7,2,Carrefour
Confiture de figues,HALWANI BROS,Le pot de 380g,5.39,2,Carrefour
Confiture d'abricots,HALWANI BROS,Le pot de 380g,5.39,2,Carrefour
Confiture d'abricots,VITRAC,Le pot de 340g,4.29,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 500g,9.12,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 200g,4.55,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 800g,14.96,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,La boite de 800g,24.8,2,Carrefour
Confiture d'abricots,SOCCOBA,La boite de 970g,7.19,2,Carrefour
Confiture d'abricots,SOCCOBA,La boite de 500g,4.09,2,Carrefour
Confiture de figues,SOCCOBA,La boite de 470g,6.29,2,Carrefour
Confiture de figues,STICAP,La boite de 940g,9.25,2,Carrefour
Confiture de figues,STICAP,La boite de 470g,5.93,2,Carrefour
Confiture d'abricots,ZGOLLI,La boite de 470g,3.99,2,Carrefour
Chamia aux amandes,PAPILLON,La boite de 2Kg,37.57,2,Carrefour
Confiture d'abricots,EMMA,Le pot de 340g,4.69,2,Carrefour
Confiture de figues,EMMA,Le pot de 340g,4.69,2,Carrefour
Confiture d'abricots,VITRAC,Le pot de 430g,6.77,2,Carrefour
Confiture d'abricots,HALWANI BROS,Le pot de 380g,11.03,2,Carrefour
Confiture d'abricots,SICAM,La boite de 470g,4.8,2,Carrefour
Confiture d'abricots,STICAP,La boite de 930g,6.49,2,Carrefour
Confiture d'abricots,LA FRUITIÈRE,Le pot de 300g,5.9,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite de 550g,12.23,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite de 400g,9.95,2,Carrefour
Chamia aux amandes,LE MOULIN,La boite de 200g,6.59,2,Carrefour
Chamia aux amandes,LE MOULIN,La boite de 400g,9.29,2,Carrefour
Chamia aux amandes,LA GAZELLE,La boite de 400g,9.7,2,Carrefour
Chamia aux amandes,PAPILLON,La boite de 750g,21.99,2,Carrefour
Chamia aux amandes,PAPILLON,La boite de 350g,10.55,2,Carrefour
Chamia aux amandes,LA GAZELLE,La boite de 185g,5.28,2,Carrefour
Chamia aux amandes,LE MOULIN,La boite de 550g,12.29,2,Carrefour
Chamia aux amandes,LE MOULIN,La boite de 2Kg,38.35,2,Carrefour
Chamia aux amandes,LE MOULIN,La boite de 700g,18.9,2,Carrefour
Chamia aux pistaches,LE MOULIN,La boite de 550g,16.99,2,Carrefour
Chamia aux pistaches,LE MOULIN,La boite de 200g,7.6,2,Carrefour
Chamia aux pistaches,LE MOULIN,La boite de 350g,11.9,2,Carrefour
Chamia aux pistaches,PAPILLON,La boite de 750g,24.84,2,Carrefour
Chamia aux amandes,SHEHRAZAD,La boite de 350g,9.3,2,Carrefour
Chamia aux pistaches,SHEHRAZAD,La boite de 350g,12.2,2,Carrefour
Chamia aux pistaches,SHEHRAZAD,La boite de 200g,6.79,2,Carrefour
Chamia aux pistaches,LA GAZELLE,La boite de 200g,5.8,2,Carrefour
Chamia aux pistaches,LA GAZELLE,La boite de 550g,15.23,2,Carrefour
Chamia aux pistaches,LA GAZELLE,La boite de 350g,11.2,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,La boite de 350g,9.95,2,Carrefour
Chamia nature,LA GAZELLE,La boite de 550g,9.9,2,Carrefour
Chamia aux pistaches,SHEHRAZAD,La boite de 550g,16.33,2,Carrefour
Chocolat en poudre instantané,SAÏD,Le paquet de 200g,3.19,2,Carrefour
Chocolat en poudre instantané,SPIPA,Le paquet de 100g,1.99,2,Carrefour
Chocolat en poudre instantané,SPIPA,Le paquet de 250g,3.55,2,Carrefour
Chocolat en poudre instantané,HILEL,Le paquet de 100g,2.05,2,Carrefour
Chocolat en poudre instantané,HILEL,Le paquet de 200g,3.59,2,Carrefour
Chocolat en poudre instantané,SAÏD,Le paquet de 100g,1.9,2,Carrefour
Chamia nature,PAPILLON,La boite de 350g,7.19,2,Carrefour
Chamia nature,PAPILLON,La boite de 90g,1.67,2,Carrefour
Confiture de figues,HERO,HERO,7.82,2,Carrefour
Confiture de figues,SICAM,La boite de 470g,6.1,2,Carrefour
Confiture de figues,VITRAC,Le pot de 320g,4.29,2,Carrefour
Confiture de figues,VITRAC,Le pot de 430g,6.77,2,Carrefour
Confiture de figues,ZGOLLI,La boite de 470g,6.77,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,La boite de 200g,6.15,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,La boite de 400g,12.29,2,Carrefour
Chamia aux fruits secs,SHEHRAZAD,La boite de 2Kg,60.3,2,Carrefour
Chamia aux fruits secs,LA GAZELLE,La boite de 400g,11.91,2,Carrefour
Chamia aux fruits secs,PAPILLON,La boite de 750g,27.89,2,Carrefour
Chamia aux fruits secs,PAPILLON,La boite de 350g,14.29,2,Carrefour
Chamia nature,LE MOULIN,La boite de 100g,1.52,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 350g,7.4,2,Carrefour
Chamia nature,SHEHRAZAD,La boite de 400g,8.19,2,Carrefour
Chamia nature,LE MOULIN,La boite de 200g,4.7,2,Carrefour
Chamia nature,LA GAZELLE,La boite de 400g,8.92,2,Carrefour
Chamia aux pistaches,PAPILLON,La boite de 350g,12.8,2,Carrefour
Yaourt aromatisé,DÉLICE,100 gr,0.49,2,MG
Crème dessert,NATILAIT,100 gr,0.7,2,MG
Margarine,GOLDINA,400 gr,4.1,2,MG
Mayonnaise,JADIDA,480 ml,5.59,2,MG
Chamia nature,SHEHRAZAD,400 gr,5.99,2,MG
Fromage fondu à tartiner,CARREFOUR,La boite de 24 portions,7.49,3,Carrefour
Fromage frais,TARTIDOUX,Le paquet de 150g,3.88,3,Carrefour
Margarine,GOLDINA,Le pot de 2.5kg,23.0,3,Carrefour
Crème fraîche,DÉLICE,La bouteille de 22 Cl,3.05,3,Carrefour
Margarine,GOLDINA,La barquette de 200g,2.09,3,Carrefour
Fromage fondu à tartiner,FROMY,La boite de 48 portions enrichies en calcium et vitamines D,14.59,3,Carrefour
Yaourt,NATILAIT,NATILAIT,0.43,3,Carrefour
Fromage fondu à tartiner,PRÉSIDENT,La boite de 24 pièces,10.39,3,Carrefour
Fromage fondu à tartiner,LAND'OR,La boite de 8 portions,3.49,3,Carrefour
Crème fraîche,NATILAIT,Le pot de 350ml,4.55,3,Carrefour
Crème fraîche,NATILAIT,Le pot de 15cl,2.38,3,Carrefour
Fromage fondu à tartiner,DAILY,La boite de 48 portions,9.59,3,Carrefour
Margarine,JADIDA,La barquette de 200g,3.05,3,Carrefour
Crème fraîche,DÉLICE,Le pot de 15cl,2.29,3,Carrefour
Margarine,GOLDINA,La barquette de 400g,5.69,3,Carrefour
Margarine,GOLDINA,La barquette de 200g,3.24,3,Carrefour
Fromage fondu à tartiner,FROMY,La boite de 16 portions,5.93,3,Carrefour
Fromage fondu à tartiner,FROMY,La boite de 24 portions,8.28,3,Carrefour
Fromage fondu à tartiner,PRÉSIDENT,La boite de 48 portions,16.49,3,Carrefour
Fromage fondu à tartiner,LAND'OR,La boîte de 24 portions,8.89,3,Carrefour
Fromage fondu à tartiner,FROMY,La boite de 8 portions,3.03,3,Carrefour
Fromage fondu à tartiner,PRÉSIDENT,La boite de 24 portions,7.81,3,Carrefour
Fromage fondu à tartiner,PRÉSIDENT,La boite de 16 portions,6.7,3,Carrefour
Fromage fondu à tartiner,PRÉSIDENT,La boite de 8 portions,3.5,3,Carrefour
Yaourt brassé,DELICE DANONE,70GR Fraise,0.41,4,Geant
Yaourt brassé,VITALAIT,70GR Pistache,0.43,4,Geant
Yaourt brassé,YAB,70GR Biscuit-Fraise,0.43,4,Geant
Yaourt brassé,P'TIT TOP,70GR Vanille,0.43,4,Geant
Yaourt brassé,NATILAIT,70GR Fraise - Gaufrettes,0.43,4,Geant
Yaourt brassé,NATILAIT,70GR Fraise,0.43,4,Geant
Yaourt brassé,VITALAIT,70GR Vanille,0.43,4,Geant
Yaourt brassé,P'TIT TOP,70GR Abricot,0.43,4,Geant
Yaourt brassé,VITALAIT,70GR Fraise/banane,0.43,4,Geant
Yaourt brassé,DELICE DANONE,70GR Fraise/biscuit,0.41,4,Geant
Yaourt brassé,NATILAIT,70GR Vanille,0.43,4,Geant
Yaourt brassé,DELICE DANONE,70GR Vanille/biscuit,0.41,4,Geant
Yaourt brassé,YAB,70GR Biscuit-Vanille,0.43,4,Geant
Yaourt aromatisé,NATILAIT,110GR Noix de coco,0.53,4,Geant
Yaourt aromatisé,NATILAIT,100GR Citron,0.53,4,Geant
Yaourt,NATILAIT,110GR Nature,0.53,4,Geant
Yaourt aromatisé,NATILAIT,110GR Banane,0.53,4,Geant
Yaourt aromatisé,NATILAIT,100GR Fruits exotiques,0.53,4,Geant
Yaourt aromatisé,NATILAIT,100GR Fruits des bois,0.53,4,Geant
Yaourt aromatisé,VITALAIT,110GR Fraise,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Vanille,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Citron,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Fruits des bois,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Banane,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Pêche/abricot,0.535,4,Geant
Yaourt,VITALAIT,110GR Nature,0.535,4,Geant
Yaourt aromatisé,VITALAIT,110GR Noix de coco,0.535,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Vanille,0.54,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Fruits des bois,0.54,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Pomme vanille,0.54,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Fruits exotiques,0.54,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Noix de coco,0.54,4,Geant
Yaourt aromatisé,DELICE DANONE,110GR Abricot,0.54,4,Geant
Yaourt aromatisé,YAB,100GR Noix de coco Mono,0.555,4,Geant
Yaourt aromatisé,YAB,100GR Fraise-Banane,0.555,4,Geant
Yaourt aromatisé,YAB,100GR Banane Mono,0.555,4,Geant
Yaourt aromatisé,YAB,100GR Fraise Mono,0.555,4,Geant
Yaourt aromatisé,YAB,100GR Vanille Mono,0.555,4,Geant
Yaourt brassé,DELICE DANONE,100GR Vanille/Biscuit,0.56,4,Geant
Yaourt brassé,VITALAIT,100GR Fraise,0.62,4,Geant
Yaourt brassé,NATILAIT,100GR Fraise,0.62,4,Geant
Yaourt brassé,VITALAIT,100GR Vanille,0.62,4,Geant
Yaourt brassé,NATILAIT,100GR Vanille,0.62,4,Geant
Yaourt brassé,VITALAIT,100GR Pistache,0.62,4,Geant
Yaourt à boire,DELICE DANONE,150GR Fraise,0.72,4,Geant
Yaourt à boire,DELICE DANONE,150GR Panaché,0.72,4,Geant
Yaourt à boire,VITUPTI,110GR Vanille,0.78,4,Geant
Crème dessert,DOLCE VITALAIT,100GR Noisette,0.78,4,Geant
Crème dessert,DOLCE VITALAIT,100GR Chocolat,0.78,4,Geant
Crème dessert,DANETTE,95GR Vanille,0.78,4,Geant
Crème dessert,DANETTE,95GR Praliné,0.78,4,Geant
Crème dessert,NATILAIT,100GR Chocolat,0.7,4,Geant
Crème dessert,DANETTE,95GR Chocolat intense,0.78,4,Geant
Yaourt à boire,VITUPTI,110GR Fraise,0.78,4,Geant
Crème dessert,PLAISIR Y'AB,100GR Chocolat,0.79,4,Geant
Crème dessert,DOLCE VITALAIT,70GR Duo,0.81,4,Geant
Crème dessert,Y'AB,100GR Zgougou Plaisir,0.88,4,Geant
Yaourt,DANETTE,100GR Zgougou - Crème...,0.89,4,Geant
Yaourt,VITALAIT,100GR Fruits des bois...,0.9,4,Geant
Crème dessert,NATILAIT,100GR Noisette,0.91,4,Geant
Yaourt à boire,NATILAIT,160GR Pomme/vanille,0.94,4,Geant
Yaourt à boire,NATILAIT,160GR Tropical guarana,0.94,4,Geant
Yaourt à boire,NATILAIT,160GR Céréales/fruits,0.94,4,Geant
Yaourt à boire,NATILAIT,160GR Fraise,0.94,4,Geant
Yaourt à boire,Y'AB,160GR Fraise,0.88,4,Geant
Yaourt à boire,VITALAIT,170GR Pinacolada,0.85,4,Geant
Yaourt à boire,Y'AB,160GR Noix de coco,0.88,4,Geant
Yaourt à boire,VITUP,170GR Fraise,0.85,4,Geant
Yaourt à boire,YAB,160 GR Pèche abricot,0.88,4,Geant
Yaourt à boire,VITUP,170GR Vanille,0.85,4,Geant
Yaourt à boire,DANUP,160GR Melba - Pêche,0.95,4,Geant
Yaourt à boire,DANUP,160GR Vanille,0.95,4,Geant
Yaourt à boire,DANUP,160GR Tropical mix,0.95,4,Geant
Yaourt à boire,Y'AB,160GR Vanille,0.88,4,Geant
Crème dessert,DOLCE VITALAIT,100GR Zgougou,0.96,4,Geant
Yaourt à boire,VITALAIT,170GR Fruits des bois...,1.05,4,Geant
Yaourt,BLENDY,120GR Quinoa. ananas...,1.12,4,Geant
Yaourt,DELICE,120 GR Poire graine de...,1.14,4,Geant
Yaourt,DELICE DANONE,120GR Céréales....,1.14,4,Geant
Yaourt,DELICE DANONE,120GR...,1.14,4,Geant
Préparation alimentair...,TARTI FRO,100GR,1.15,4,Geant
Yaourt à boire,DANUP,260GR Vanille,1.2,4,Geant
Yaourt à boire,NATILAIT,260GR Vanille,1.05,4,Geant
Yaourt à boire,DANUP,260GR Tropical,1.2,4,Geant
Yaourt à boire,NATILAIT,260GR Fraise,1.05,4,Geant
Yaourt à boire,DANUP,260GR Pêche-Melba,1.2,4,Geant
Yaourt à boire,NATILAIT,260GR Céréales/Fruits,1.05,4,Geant
Yaourt à boire,DANUP,260GR...,1.2,4,Geant
Yaourt à boire,DANUP,260GR Fraise,1.2,4,Geant
Yaourt à boire,VITUP,270GR Pinacolada MAX,1.21,4,Geant
Yaourt à boire,VITUP,260GR Vanille MAX,1.21,4,Geant
Yaourt à boire,Y'AB,260GR Fraise,1.25,4,Geant
Margarine,GOLDINA,100GR,1.36,4,Geant
Margarine,JADIDA,100GR,1.38,4,Geant
Fromage fondu,PRESIDENT,43GR Goûter max,1.41,4,Geant
Préparation alimentair...,TARTI FRO,8 Portions,1.42,4,Geant
Préparation alimentair...,DAILY,8 portions,1.72,4,Geant
Yaourt à boire,DELICE,330GR Vanille Max,1.76,4,Geant
Yaourt à boire,DELICE,330GR Fruits de bois Max,1.76,4,Geant
Yaourt à boire,DELICE,330GR Fraise Max,1.76,4,Geant
Yaourt à boire,TIP TOP,350GR Pêche-Abricot,1.77,4,Geant
Yaourt à boire,TIP TOP,380GR Fraise,1.77,4,Geant
Préparation alimentair...,LEDOUX,100GR Spécial tajine,1.8,4,Geant
Préparation alimentair...,LEDOUX,100GR Spécial pizza,1.8,4,Geant
Crème fraîche,DELICE,145GR Spécialité top chef,1.93,4,Geant
Préparation alimentair...,MAJESTE,120GR Pizzatella,1.99,4,Geant
Préparation alimentair...,DAILY,5 Tranches Au cheddar,2.06,4,Geant
Préparation alimentair...,FROMY,110GR,2.19,4,Geant
Crème fraîche,DELICE,15CL,2.29,4,Geant
Crème fraîche,NATILAIT,15CL,2.38,4,Geant
Crème fraîche,VITALAIT,15CL Epaisse,2.45,4,Geant
Crème fraîche,DELICE,20CL 170X90CM,2.48,4,Geant
Préparation alimentair...,FROMY,130GR,2.49,4,Geant
Margarine,GOLDINA,200GR,2.55,4,Geant
Margarine,JADIDA,200GR,2.56,4,Geant
Yaourt,DELICE DANONE,150GR Granola-Chocolat...,2.58,4,Geant
Préparation alimentair...,SOUANI,130GR,2.69,4,Geant
Glace,PANAME,120ML Chocolat liègeois,2.85,4,Geant
Glace,PANAME,120ML Plaisir envie de...,2.85,4,Geant
Fromage frais,TARTI FRAIS DELICE,120GR,2.93,4,Geant
Margarine,JADIDA,200GR Oméga 3,2.94,4,Geant
Margarine,JADIDA,250GR,2.95,4,Geant
Glace,IGLOO,150ML Mango tango,2.99,4,Geant
Préparation alimentair...,SPEED,150GR Doux,2.99,4,Geant
Margarine,JADIDA,200GR Huile d'olive,3.0,4,Geant
Fromage fondu,FROMY PLUS,8 portions,3.03,4,Geant
Préparation alimentair...,GOUTELA,160GR,3.06,4,Geant
Fromage frais,FRAIDOUX,120GR,3.07,4,Geant
Margarine,GOLDINA PLUS,200GR,3.24,4,Geant
Préparation alimentair...,TOUS LES JOURS,10Tranches Au cheddar,3.25,4,Geant
Glace,PANAME,100ML Cookies croquant,3.25,4,Geant
Glace,PANAME,140ML Secret pistache,3.25,4,Geant
Glace,PANAME,140ML Chocolat gourmand,3.25,4,Geant
Glace,PANAME,100ML Secret pistache,3.25,4,Geant
Fromage frais,CROC'LAIT PRESIDENT,6 Portions,3.38,4,Geant
Fromage fondu,PRESIDENT,8 portions,3.5,4,Geant
Fromage fondu,MILKANA DELICE,8 portions,3.51,4,Geant
Glace,ICE VEGAS,125ML Brownies,3.69,4,Geant
Fromage frais,MAJESTE,150GR Tarti'Doux,3.69,4,Geant
Préparation alimentair...,DAILY,10 tranches,3.75,4,Geant
Préparation alimentair...,TARTI FRO,24 Portions,3.98,4,Geant
Glace,LONDON DAIRY,125ML Vanille,3.99,4,Geant
Glace,LONDON DAIRY,125ML Chocolat,3.99,4,Geant
Glace,LONDON DAIRY,125ML Praliné crème,3.99,4,Geant
Préparation alimentair...,MAJESTE,300GR Pizzatella,3.99,4,Geant
Glace,LONDON DAIRY,125ML Crunch caramel,3.99,4,Geant
Glace,LONDON DAIRY,125ML Cookies crème,3.99,4,Geant
Glace,LONDON DAIRY,125ML Fraise,3.99,4,Geant
Glace,LONDON DAIRY,125ML Tiramisu,3.99,4,Geant
